title,author,category,abstract,status,platform,word_count,popularity,interaction,finance,fans_count,week_recommend,lifecycle_stage,is_simulated,core_fan_ratio,sentiment_score,sentiment_intensity,growth_potential,conversion_difficulty,IP_Score
寻龙迷踪,唐家太公,武侠仙侠,,完结,Zongheng,3191583,141516,4142,153,143,0,Maturity,0,0.0010104793063730859,0.5,0.0,0.0,0.5,0.05334500570973984
剑骨,会摔跤的熊猫,武侠仙侠,,完结,Zongheng,4552177,7898655,82676,138,941,0,Maturity,0,0.00011913419194354077,0.5,0.0,0.0,0.5,0.4558152273408247
迷失蔚蓝,茶叔,科幻,,完结,Zongheng,1020378,525438,9451,65,28,0,Maturity,0,5.328877376822048e-05,0.5,0.0,0.0,0.5,0.030424628800722955
一剑独尊,青鸾峰上,玄幻奇幻,,完结,Zongheng,9540676,423149487,20514786,6332,14013,10,Maturity,0,3.311595641113005e-05,0.5,0.0,4.874532696829852e-07,0.5,19.496035069879312
重生之低调大亨,易水寒春秋,都市,,完结,Zongheng,4795811,3256052,46289,120,81,1,Maturity,0,2.487674494241955e-05,0.5,0.0,2.1602937999567942e-05,0.2,0.13285898314922553
大侠萧金衍,三观犹在,武侠仙侠,,完结,Zongheng,2132145,5631235,81639,147,462,0,Maturity,0,8.204237932844584e-05,0.5,0.0,0.0,0.5,0.2907724279668688
碧海风云之谋定天下,明海山,历史,,完结,Zongheng,1571407,442209,97350,1886,65,0,Maturity,0,0.0001469889871328102,0.5,0.0,0.0,0.5,0.27017890793420396
医流武神,潇铭,都市,,完结,Zongheng,6243629,3866022,51053,13068,767,0,Maturity,0,0.0001983950949076092,0.5,0.0,0.0,0.2,1.8497981957437084
覆海惊澜,木拾酒,玄幻奇幻,,完结,Zongheng,1358084,21350,2644,47,9,0,Maturity,0,0.00042152592384431644,0.5,0.0,0.0,0.5,0.008625757823179356
太平客栈,莫问江湖,武侠仙侠,,完结,Zongheng,5924926,6361181,43783,92,503,0,Maturity,0,7.907335460610936e-05,0.5,0.0,0.0,0.5,0.3068848685080752
末日霸权,梦里银河,科幻,,完结,Zongheng,2984318,1270232,11342,70,55,0,Maturity,0,4.329914275569915e-05,0.5,0.0,0.0,0.5,0.05834724356844941
决不能怂,心情马甲,玄幻奇幻,,完结,Zongheng,2352750,116069,12329,913,39,0,Maturity,0,0.00033600413543551306,0.5,0.0,0.0,0.5,0.12332976798451316
流浪之城,天府酒客,科幻,,完结,Zongheng,2223360,835532,48213,1924,127,0,Maturity,0,0.0001519987840097279,0.5,0.0,0.0,0.5,0.2902405355399251
山海横流,逢不识,历史,,完结,Zongheng,1618638,121266,6990,47,64,0,Maturity,0,0.0005277610561818137,0.5,0.0,0.0,0.5,0.023875755274269328
吞海,他曾是少年,玄幻奇幻,,完结,Zongheng,2217755,1143925,19031,83,173,0,Maturity,0,0.0001512335588141191,0.5,0.0,0.0,0.5,0.08259745834393875
市井之徒,对井当歌,都市,,完结,Zongheng,4174891,1605683,21936,273,169,0,Maturity,0,0.00010525109548329559,0.5,0.0,0.0,0.2,0.11826931103418434
都市之我真的无敌,落雨辰,都市,,完结,Zongheng,1787089,623330,7407,277,19,0,Maturity,0,3.048139752394795e-05,0.5,0.0,0.0,0.2,0.056394526777875764
仙穹之巅,勿问今生,玄幻奇幻,,完结,Zongheng,2300306,47026,4897,200,16,0,Maturity,0,0.0003402300805920003,0.5,0.0,0.0,0.5,0.02960281585335088
平凡巅峰,龙城老仙,玄幻奇幻,,完结,Zongheng,3783554,151934,6735,70,26,0,Maturity,0,0.00017112581037943857,0.5,0.0,0.0,0.5,0.019441980360512926
金币即是正义,盘古混沌,N次元,,完结,Zongheng,6845889,1284737,105268,284,678,49,Maturity,0,0.0005277340593957679,0.5,0.0,0.0004654741661837768,0.5,0.23287607615790812
都市超级医生,老黄羽,都市,,完结,Zongheng,2531470,54299574,787268,45,493,0,Maturity,0,9.079260749278425e-06,0.5,0.0,0.0,0.2,1.802493814854936
跃马大明,纸花船,历史,,完结,Zongheng,3897882,1370332,23923,59,65,0,Maturity,0,4.743372596295937e-05,0.5,0.0,0.0,0.5,0.064259736823498
帝世无双,雨暮浮屠,玄幻奇幻,,完结,Zongheng,9853385,66915802,905281,267,504,0,Maturity,0,7.5318531259349905e-06,0.5,0.0,0.0,0.5,2.2131519018323966
猎天争锋,睡秋,玄幻奇幻,,完结,Zongheng,6360220,13163714,526838,4725,444,110,Maturity,0,3.372908027862955e-05,0.5,0.0,0.00020879243943595671,0.5,1.1315696216336746
长风一梦入轮回,悟道心,武侠仙侠,,完结,Zongheng,1054257,17827359,38972,906,297,0,Maturity,0,1.6659785857244145e-05,0.5,0.0,0.0,0.5,0.6878305660129295
万象天劫,西门小陆,玄幻奇幻,,完结,Zongheng,1694946,318996,24620,10159,187,0,Maturity,0,0.0005862124095210927,0.5,0.0,0.0,0.5,1.2721337639695187
盖世,逆苍天,玄幻奇幻,,完结,Zongheng,6387336,52250839,6602788,119,785,32,Maturity,0,1.5023681915927093e-05,0.5,0.0,4.846436861756448e-06,0.5,2.8594772231577807
地狱基石,导线,玄幻奇幻,,完结,Zongheng,2721552,52462,6519,261,205,0,Maturity,0,0.003907515773020986,0.5,0.0,0.0,0.5,0.07728012115511346
修真大福星,渡血古巫,武侠仙侠,,完结,Zongheng,3785066,96695,16595,317,70,0,Maturity,0,0.000723918259286837,0.5,0.0,0.0,0.5,0.05856729828532125
乘龙赘婿,雾岚山岳,都市,,完结,Zongheng,2560175,7490448,28401,236,47,0,Maturity,0,6.274657233498285e-06,0.5,0.0,0.0,0.2,0.25737666018087424
全能下人,紫蓝阿创,玄幻奇幻,,完结,Zongheng,1867621,29297,3043,60,15,0,Maturity,0,0.0005119803399549457,0.5,0.0,0.0,0.5,0.011751556897646145
巅峰仙道,寒梅惊雪,玄幻奇幻,,完结,Zongheng,6667238,964127,15732,162,319,0,Maturity,0,0.0003308689302665206,0.5,0.0,0.0,0.5,0.11717765528997844
超自然事务管理局,菲硕莫薯,都市,,完结,Zongheng,3710339,454417,3009,89,48,0,Maturity,0,0.00010562961854504003,0.5,0.0,0.0,0.2,0.03434114337830745
白夜浮生录,夜厌白,N次元,,连载,Zongheng,5809661,166682,87398,54,51,315,Maturity,0,0.000305970014938536,0.5,0.0,0.0036041602306662547,0.5,0.03771670254882215
浑天记,十二子南申,武侠仙侠,,完结,Zongheng,3885608,3911630,203608,117,421,0,Maturity,0,0.00010762773891504592,0.5,0.0,0.0,0.5,0.2512959354454635
沧海龙腾录,泼猴别闹,武侠仙侠,,连载,Zongheng,1135452,12219,2345,45,26,0,Maturity,0,0.002127659574468085,0.5,0.0,0.0,0.5,0.011660942553397348
道易天下,被水煮的青蛙,武侠仙侠,,完结,Zongheng,3068058,867629,12926,163,46,0,Maturity,0,5.301799154017265e-05,0.5,0.0,0.0,0.5,0.0563878692606112
都市古仙医,超爽黑啤,都市,,连载,Zongheng,10815609,34712610,18069,65,1658,0,Maturity,0,4.776362112317048e-05,0.5,0.0,0.0,0.2,1.353018933932754
悍卒斩天,三青色,玄幻奇幻,,完结,Zongheng,7601265,4890705,21420,2115,141,0,Maturity,0,2.883019343219568e-05,0.5,0.0,0.0,0.5,0.4271732323690629
噬心魔种,记忆在泛滥,玄幻奇幻,,完结,Zongheng,856694,12547,2266,54,121,0,Maturity,0,0.00964297099139305,0.5,0.0,0.0,0.5,0.032796907748594145
无尽海图,道三生,玄幻奇幻,,完结,Zongheng,2583784,530859,18787,69,168,0,Maturity,0,0.0003164676185811702,0.5,0.0,0.0,0.5,0.06230034010439138
囚仙问道,一只只蛛,武侠仙侠,,完结,Zongheng,1036380,5718,4235,64,26,0,Maturity,0,0.00454624934429096,0.5,0.0,0.0,0.5,0.014094848362659798
永生才能不灭,千年浩劫,武侠仙侠,,完结,Zongheng,2706332,229943,2527,227,150,0,Maturity,0,0.0006523327418849807,0.5,0.0,0.0,0.5,0.06593983090889277
魔栖梧桐,在下酒盅,玄幻奇幻,,完结,Zongheng,1095011,716007,6044,73,73,0,Maturity,0,0.00010195416810985352,0.5,0.0,0.0,0.5,0.045720131455756464
雨墨修仙传,秋雨伴斜阳,玄幻奇幻,,完结,Zongheng,2208444,72732,12181,98,284,0,Maturity,0,0.0039046925054651944,0.5,0.0,0.0,0.5,0.07599837776781641
追星逐月,金日昆仑,武侠仙侠,,完结,Zongheng,1570669,344697,11641,59,310,0,Maturity,0,0.0008993379712095806,0.5,0.0,0.0,0.5,0.0844825337239373
帝道为王,大鱼吃萝卜,玄幻奇幻,,完结,Zongheng,1295360,5682,488,147,26,0,Maturity,0,0.004575048389934893,0.5,0.0,0.0,0.5,0.02338074732506651
灯影山河,长安肆少,都市,,完结,Zongheng,725650,452479,66233,127,20,0,Maturity,0,4.42008486562942e-05,0.5,0.0,0.0,0.2,0.04429384946585649
踏破太古,易水川,玄幻奇幻,,完结,Zongheng,2614930,246138,11613,142,66,0,Maturity,0,0.0002681411722644522,0.5,0.0,0.0,0.5,0.040097062706229286
斩云纪,迪卢厄尔,玄幻奇幻,,完结,Zongheng,1137021,17342,1340,89,10,0,Maturity,0,0.000576601510695958,0.5,0.0,0.0,0.5,0.013528199143238741
这个世界太危险,虎皮鹦鹉,玄幻奇幻,,完结,Zongheng,1065770,21014,3043,56,9,0,Maturity,0,0.00042826552462526765,0.5,0.0,0.0,0.5,0.009767876772615303
安晴传说,公孙可耐,玄幻奇幻,,完结,Zongheng,1243741,4616,1126,44,63,0,Maturity,0,0.01364522417153996,0.5,0.0,0.0,0.5,0.018917795587530834
大厨小婿,烟斗老哥,都市,,完结,Zongheng,3961788,9796500,83910,4449,1632,0,Maturity,0,0.00016659009170723302,0.5,0.0,0.0,0.2,1.1735120503513088
横刀行,落词,历史,,完结,Zongheng,1000529,42981,2875,62,21,0,Maturity,0,0.0004885766134661021,0.5,0.0,0.0,0.5,0.013619369212542594
天地战记,晴天鱼米,玄幻奇幻,,完结,Zongheng,2005676,417202,5771,174,180,0,Maturity,0,0.00043144464445365923,0.5,0.0,0.0,0.5,0.07184821260930785
灵道通宝,奈何花以落,玄幻奇幻,,完结,Zongheng,1079428,7581,550,78,43,0,Maturity,0,0.005671326826694804,0.5,0.0,0.0,0.5,0.018755786721835276
无量你个大天尊,白芲,武侠仙侠,,完结,Zongheng,1131251,4081913,4841,65,35,0,Maturity,0,8.574408965989974e-06,0.5,0.0,0.0,0.5,0.13269516741736515
基因密码,提壶灌顶,科幻,,完结,Zongheng,661669,7356101,18341,242,321,0,Maturity,0,4.363724157169109e-05,0.5,0.0,0.0,0.5,0.3103097214720843
凶灵秘闻录,北极猎手,奇闻异事,,完结,Zongheng,9852661,3155721,71914,120,495,11,Maturity,0,0.00015685792347995165,0.5,0.0,0.00015295835361190294,0.5,0.2220193995954867
我从太空归来,院子里的竹子,科幻,,完结,Zongheng,1048440,96065,1884,191,13,0,Maturity,0,0.0001353236316698936,0.5,0.0,0.0,0.5,0.028749105756051913
安启群侠录,一手闲人,武侠仙侠,,完结,Zongheng,642580,27616,3319,87,44,0,Maturity,0,0.0015932215664264764,0.5,0.0,0.0,0.5,0.021117003041038862
十三皇子,壹两二锅头,历史,,完结,Zongheng,1309495,239218,8740,60,107,0,Maturity,0,0.00044728888591625247,0.5,0.0,0.0,0.5,0.0382006751940873
超品赘婿,了无忧,都市,,完结,Zongheng,2000315,660935,6370,100,38,0,Maturity,0,5.7494220317852255e-05,0.5,0.0,0.0,0.2,0.04005437689329766
风吹春又生,文念,历史,,完结,Zongheng,284642,127134,4787,173,275,0,Maturity,0,0.0021630550202540607,0.5,0.0,0.0,0.5,0.08332391913733747
诗剑飘香,西江清月,武侠仙侠,,完结,Zongheng,1035359,32664,4667,151,133,0,Maturity,0,0.0040716363079748965,0.5,0.0,0.0,0.5,0.047977400855973656
天道新主,怪异的芒果,玄幻奇幻,,完结,Zongheng,412296,25641,1941,71,12,0,Maturity,0,0.00046798221667576634,0.5,0.0,0.0,0.5,0.01213560702896722
通天鸿徒,苏D健身,玄幻奇幻,,完结,Zongheng,1526540,76110,5886,60,123,0,Maturity,0,0.0016160607533733625,0.5,0.0,0.0,0.5,0.03640594186353071
神级负二代,太岁炖老龙,都市,,完结,Zongheng,722158,1712524,5268,6547,34,0,Maturity,0,1.9853724763142145e-05,0.5,0.0,0.0,0.2,0.8427163423974627
御魔老祖,直八,武侠仙侠,,完结,Zongheng,523121,13423,1905,340,48,0,Maturity,0,0.003575685339690107,0.5,0.0,0.0,0.5,0.05166271643001776
剑仙在此,乱世狂刀,玄幻奇幻,,完结,Zongheng,5102580,96128152,10135716,11800,2894,36,Maturity,0,3.0105644493138237e-05,0.5,0.0,3.5517960890186654e-06,0.5,6.595129793209936
巅峰之纪,把水问青天,科幻,,完结,Zongheng,1235791,420649,25433,1353,36,0,Maturity,0,8.558183763223582e-05,0.5,0.0,0.0,0.5,0.18655497706466936
理想之国,蓝小雨不点,N次元,,完结,Zongheng,406002,1131675,3071,56,20,0,Maturity,0,1.76729028449839e-05,0.5,0.0,0.0,0.5,0.043831143884265504
仙游四海,梦之忧伤,武侠仙侠,,完结,Zongheng,1323097,65880,6434,72,184,0,Maturity,0,0.002792914497351285,0.5,0.0,0.0,0.5,0.050533259237932705
世界探宝异闻录,轻雨初晨,奇闻异事,,完结,Zongheng,1081691,32827,7478,217,20,0,Maturity,0,0.0006092360180333862,0.5,0.0,0.0,0.5,0.03254558651224894
遣返者的游戏,泓森,玄幻奇幻,,完结,Zongheng,2045940,18810972,2778938,297,768,0,Maturity,0,4.082723418932131e-05,0.5,0.0,0.0,0.5,1.234653749755199
吾有一颗成帝心,宇轩有羊,玄幻奇幻,,完结,Zongheng,190749,12643,752,47,36,0,Maturity,0,0.002847200253084467,0.5,0.0,0.0,0.5,0.013738478627597415
边城诡事,洛疑,奇闻异事,,完结,Zongheng,729060,17034,1688,85,58,0,Maturity,0,0.003404754916348694,0.5,0.0,0.0,0.5,0.023237884767659464
逐世启示录,空心泪,科幻,,完结,Zongheng,671344,39231,672,114,8,0,Maturity,0,0.0002039151712887439,0.5,0.0,0.0,0.5,0.016611345864918966
太荒吞天诀,铁马飞桥,玄幻奇幻,,连载,Zongheng,14787195,91328152,204833,159,10066,969,Maturity,0,0.00011021793028049083,0.5,0.0,0.004730659949031899,0.5,4.791042827374431
全音阶狂潮,灵宇,都市,,连载,Zongheng,7285162,6187472,1317485,90,1218,116,Maturity,0,0.00019684934382743974,0.5,0.0,8.804647639519509e-05,0.2,0.6815346731998896
仙都,陈猿,玄幻奇幻,,连载,Zongheng,5841689,7245814,436460,137,617,121,Maturity,0,8.515260188122386e-05,0.5,0.0,0.00027722980976536277,0.5,0.4321944658169009
雪中悍刀行,烽火戏诸侯,玄幻奇幻,,完结,Zongheng,4615353,122877682,10739808,99,15230,56,Maturity,0,0.00012394439436166777,0.5,0.0,5.2142454302492715e-06,0.5,8.66879639143932
祭炼山河,食堂包子,玄幻奇幻,,完结,Zongheng,6898752,411543996,33736783,59,589,0,Maturity,0,1.4311957027525297e-06,0.5,0.0,0.0,0.5,17.952798983750128
星辰之主,减肥专家,科幻,,连载,Zongheng,7896999,16788663,3523637,679,3135,3011,Maturity,0,0.00018673314326857695,0.5,0.0,0.0008545145670468987,0.5,1.856354077647894
最强狂兵,烈焰滔滔,都市,,完结,Zongheng,16822970,207730062,2622758,2440,0,68,Maturity,0,0.0,0.5,0.0,2.592689606631795e-05,0.2,6.699649381563128
踏天争仙,三生万物,玄幻奇幻,,完结,Zongheng,8007941,2525363,149037,70,78,2,Maturity,0,3.0886636540316566e-05,0.5,0.0,1.3419396395550129e-05,0.5,0.12380968678095641
剑道通神,六道沉沦,玄幻奇幻,,完结,Zongheng,10599019,9685615,135412,35,589,0,Maturity,0,6.081182652708924e-05,0.5,0.0,0.0,0.5,0.42966019788707066
天刑纪,曳光,武侠仙侠,,完结,Zongheng,4984428,2085596,187649,57,331,0,Maturity,0,0.00015870755471934415,0.5,0.0,0.0,0.5,0.17004711093640645
一世独尊,月如火,玄幻奇幻,,完结,Zongheng,7830380,28780513,243050,132,4467,8,Maturity,0,0.00015520918076723715,0.5,0.0,3.291490263360365e-05,0.5,1.8251503040132067
一剑倾国,一介白衣,武侠仙侠,,完结,Zongheng,4822439,696979,43265,117,210,0,Maturity,0,0.00030129989382765646,0.5,0.0,0.0,0.5,0.0860744733769885
天降鬼才,武异,玄幻奇幻,,连载,Zongheng,12504929,1546109,107287,71,319,15,Maturity,0,0.00020632425894664676,0.5,0.0,0.00013981060323614943,0.5,0.1393380262371229
最强逆袭,关中老人,都市,,完结,Zongheng,3950697,508948040,40672843,86,1850,0,Maturity,0,3.634948660702282e-06,0.5,0.0,0.0,0.2,22.25181870108019
焚天路,洛神雨,武侠仙侠,,完结,Zongheng,5264819,1519241,38399,2297,432,0,Maturity,0,0.0002843523283321551,0.5,0.0,0.0,0.5,0.41717959708237085
贴身家丁,紫微,历史,,完结,Zongheng,7684687,3215255,24692,63,207,0,Maturity,0,6.438056565324814e-05,0.5,0.0,0.0,0.5,0.14757929681057474
剑来,烽火戏诸侯,武侠仙侠,,连载,Zongheng,13059580,353686245,18733414,11271,158296,4057,Maturity,0,0.000447560519500665,0.5,0.0,0.00021656489219931335,0.5,48.25148776558557
末日崛起,太极阴阳鱼,科幻,,连载,Zongheng,7991075,5553990,425137,46,372,7,Maturity,0,6.697886258728183e-05,0.5,0.0,1.6465241874403135e-05,0.5,0.3191627157439232
大明春色,西风紧,历史,,完结,Zongheng,3122995,10963560,537011,409,1990,0,Maturity,0,0.00018151036875701244,0.5,0.0,0.0,0.5,0.8790626974490465
元尊,天蚕土豆,玄幻奇幻,,完结,Zongheng,3792308,859615907,727911,139,17628,68,Maturity,0,2.0506833151812728e-05,0.5,0.0,9.341788567848861e-05,0.5,28.43209828620382
平天策,无罪,武侠仙侠,,完结,Zongheng,3026812,103751196,12674907,239,1674,0,Maturity,0,1.613475360674634e-05,0.5,0.0,0.0,0.5,5.6242367249212055
大周王侯,大苹果,历史,,完结,Zongheng,5916852,1693699,46449,39,148,0,Maturity,0,8.738265336246088e-05,0.5,0.0,0.0,0.5,0.09267382956537779
神级奶爸,单王张,都市,,完结,Zongheng,6756263,14327378,100281,87,1454,0,Maturity,0,0.00010148401881460663,0.5,0.0,0.0,0.2,0.7448773969645942
骑士征程,我爱小豆,玄幻奇幻,,完结,Zongheng,10905704,12255095,189146,1008,1707,8,Maturity,0,0.00013928899455377584,0.5,0.0,4.229514610329532e-05,0.5,0.8655805840014303
猎户出山,阳子下,都市,,完结,Zongheng,6322015,2970668,41977,32,330,1,Maturity,0,0.00011108608868911347,0.5,0.0,2.3822002001048168e-05,0.2,0.16594984842261035
点道为止,梦入神机,都市,,完结,Zongheng,3016365,410656602,101075472,167,1942,82,Maturity,0,4.729011991559283e-06,0.5,0.0,8.112749568829621e-07,0.2,30.326100142063662
狂暴逆袭,罗玛,玄幻奇幻,,连载,Zongheng,8090044,5413528,248187,192,874,0,Maturity,0,0.00016144736640368973,0.5,0.0,0.0,0.5,0.4068790405140745
帝道独尊,一叶青天,玄幻奇幻,,完结,Zongheng,7329541,12143209,88189,265,1000,0,Maturity,0,8.235054816642387e-05,0.5,0.0,0.0,0.5,0.6057865063647656
我不会武功,轻浮你一笑,玄幻奇幻,,完结,Zongheng,6811749,6251438,50624,75,324,41,Maturity,0,5.182806710582955e-05,0.5,0.0,0.0008098765432098766,0.5,0.2651396331739328
宋疆,青叶7,历史,,完结,Zongheng,5848361,2094412,48373,47,188,0,Maturity,0,8.976262083934735e-05,0.5,0.0,0.0,0.5,0.11387595992078121
大华恩仇引,梅远尘,武侠仙侠,,连载,Zongheng,1144710,378382,25908,46,328,0,Maturity,0,0.0008668465549456503,0.5,0.0,0.0,0.5,0.09024959873495839
校园修仙武神,天山剑主,都市,,连载,Zongheng,4784447,3583508,367646,77,32,0,Maturity,0,8.929794790525152e-06,0.5,0.0,0.0,0.2,0.18445244674958053
长宁帝军,知白,历史,,完结,Zongheng,5323806,260838759,23363296,9217,2486,0,Maturity,0,9.530792126139535e-06,0.5,0.0,0.0,0.5,13.282200868641237
十方乾坤,神出古异,武侠仙侠,,完结,Zongheng,5602605,24553347,78649,118,733,0,Maturity,0,2.985336256383447e-05,0.5,0.0,0.0,0.5,0.884650970184873
末世无限吞噬,风雨神话,科幻,,完结,Zongheng,3534749,4249902,13227,45,291,0,Maturity,0,6.847215101144661e-05,0.5,0.0,0.0,0.5,0.19066048799663451
人间最得意,平生未知寒,武侠仙侠,,完结,Zongheng,3143926,2862192,21051,201,636,5,Maturity,0,0.0002222072375971851,0.5,0.0,0.0002375071252137564,0.5,0.243987381034337
匠心,沙包,都市,,完结,Zongheng,2712125,2176227,151172,35,219,40,Maturity,0,0.0001006328381033605,0.5,0.0,0.00026459751410635497,0.2,0.13979160863862458
大魏王侯,淡墨青衫,历史,,完结,Zongheng,2180628,1016855,97486,33,118,0,Maturity,0,0.0001160439629603405,0.5,0.0,0.0,0.5,0.0754498337658468
寻龙迷踪,唐家太公,武侠仙侠,,完结,Zongheng,3191583,141516,4142,165,143,0,Maturity,0,0.0010104793063730859,0.5,0.0,0.0,0.5,0.05478503758703819
剑骨,会摔跤的熊猫,武侠仙侠,,完结,Zongheng,4552177,7898658,82676,73,941,0,Maturity,0,0.0001191341466950276,0.5,0.0,0.0,0.5,0.4480151403924588
一剑独尊,青鸾峰上,玄幻奇幻,,完结,Zongheng,9540676,423149519,20514786,1560,14013,10,Maturity,0,3.311595390678926e-05,0.5,0.0,4.874532696829852e-07,0.5,18.923383307690564
重生之低调大亨,易水寒春秋,都市,,完结,Zongheng,4795811,3256052,46289,43,81,1,Maturity,0,2.487674494241955e-05,0.5,0.0,2.1602937999567942e-05,0.2,0.1236187786032278
大侠萧金衍,三观犹在,武侠仙侠,,完结,Zongheng,2132145,5631235,81639,167,462,0,Maturity,0,8.204237932844584e-05,0.5,0.0,0.0,0.5,0.2931724810956994
碧海风云之谋定天下,明海山,历史,,完结,Zongheng,1571407,442209,97350,116,65,0,Maturity,0,0.0001469889871328102,0.5,0.0,0.0,0.5,0.05777420603269748
