title,IP_Value,Model_Rank,market_score,content_score,reputation_score,engagement_score,potential_score,topic_id,sentiment_score,word_count
从水猴子开始成神,31.190553414071676,15,3.9883421191405444,29.06267381189911,99.99999726181605,12.641636224451098,8.32137439323855,2,0.9999999825196778,3632600
万相之王,31.150847921060674,16,3.6136611346089897,39.2852413281657,99.99998762491573,1.4010978205625828,0.35277050569019647,2,0.999999920998565,4790500
神农道君,30.900644170908027,17,3.1511327572099264,39.35851821769416,100.0,0.3311604526300519,0.6600072142700331,1,1.0,4798800
太虚至尊,29.773758943477052,18,1.1164500170120226,38.24788777158799,90.94816024155472,7.980391113712932,4.901612801085655,3,0.9422138617892576,4673000
一世之尊,29.529176563642725,19,7.3516904055397045,28.40688979332386,99.99997140775739,1.43366025609501,0.0690367368411933,2,0.9999998174696716,4447900
大道之上,29.407757297312653,20,7.370626933075153,25.57010302907239,99.44191840381755,4.3857141586553805,2.5780265556019204,4,0.9964372568328131,3237000
浊世武尊,28.439470026447882,21,0.49104193671783947,0.0,99.99999999999667,24.5707653348713,46.06542645202498,4,0.9999999999999788,340700
仙朝鹰犬,28.32944373243427,22,0.47226784035738717,2.4137230839859094,99.99999999999996,33.769879982679576,25.18850611928648,0,0.9999999999999998,614100
掌门师伯新收了个女徒弟,28.300884236631727,23,8.454430526552532,22.570164828858733,99.99999992675993,0.8061423716906501,0.010925303456999776,2,0.9999999995324418,2897200
高武：从武道生到宇宙天尊,28.21913472481268,24,0.3273933288523261,31.78186441126875,100.0,0.7303350066120448,0.6590037234799132,3,1.0,3940600
大乾武圣！,28.190254409830903,25,4.852270928792352,26.66131068518306,100.0,0.36659355359251256,0.14256426858557644,2,1.0,3360600
模拟成真，我曾俯视万古岁月？,27.936880677493143,26,11.179397703921607,18.239765513953508,100.0,0.15219911105210188,0.0029012117046952365,0,1.0,2406700
苟在武道世界成圣,27.90690544571567,27,0.9957296940206747,13.731912526816693,99.99997958624967,10.610882188853967,25.83580160227265,4,0.9999998696804374,1896100
食仙主,27.838949561276078,28,1.4217052902584226,24.184904960757134,99.99999999998879,7.216941791858601,2.8367046523272004,3,0.9999999999999284,3080100
道诡异仙,27.83264677505129,29,4.075484682451859,16.493480122540145,96.01416135932612,21.600720761143393,0.43690953643959984,1,0.9745547613830872,2208900
天命皆烬,27.817067350764017,30,1.3430847570356408,27.381719623197874,99.99999999998866,3.0423893014350534,1.123536226408627,0,0.9999999999999276,3442200
青山,26.210415239916387,31,5.391401463866914,12.440296992116112,85.6199500970172,24.85672790544159,6.304213475076033,1,0.9081990431397272,1749800
道起五脏观：我在九十年代当天师,26.107667781669846,32,0.0376122681351043,6.385683638065137,99.99999999999962,25.006196946209418,7.490336497816936,1,0.9999999999999976,1064000
从五禽拳开始肉身成圣,26.028707213439887,33,0.4252044486278571,22.222311488580278,100.0,1.0349731395677604,1.903220357712988,4,1.0,2857799
道爷要飞升,25.711437247635335,34,2.246163644763341,22.477465149334765,97.04340005548772,0.010889367285326516,0.07908450682297354,3,0.9811253294814396,2886700
乱世书,25.67635279039474,35,3.3907427686089426,18.206746770961164,99.99980579353027,0.7036047944769499,0.019413891941683758,3,0.9999987602032072,3003700
斗破之魂族妖女,25.5395719000412,36,0.29471486761058296,20.15997316123564,99.39115857565642,2.9685615710871596,0.876481986547563,0,0.9961132106141496,2624200
从斩妖除魔开始长生不死,25.504061253394276,37,2.4698509157337822,16.673405786225707,100.0,3.8281337279970478,0.2053447291815823,2,1.0,2786600
天下无敌！,25.29451731038916,38,0.5345811806663973,2.001430223626941,99.99974076285201,5.389408063436535,38.254260381966205,2,0.9999983450531534,567400
祭祀百年，我成了部落先祖,25.222382641666798,39,0.366959897120515,15.625634551377694,100.0,4.720142790570918,4.978646161005836,4,1.0,2110600
末法时代的长生武圣,24.97897927915636,40,0.26690613784800166,18.83834058745111,99.99999999999993,0.8797778591853316,0.5735561206139518,3,0.9999999999999996,2474500
欢迎来到诡诞游戏,24.631817861266725,41,0.14663658539554716,17.071749551951548,100.0,1.5485302202785065,0.8760996461839853,1,1.0,2274400
江湖都是前女友？,24.621099559948675,42,0.1426639097151784,11.032144717442547,99.97001824248449,7.445498362395576,7.094358048172506,1,0.9998085991323502,1590300
真君驾到,24.551438297536016,43,0.8186274918127641,12.000635654945308,99.99999962722876,6.141955690105894,3.843978572942195,4,0.9999999976202616,1700000
纯阳！,24.51448353563275,44,0.2062565156686814,16.900475858354888,99.99999900347913,0.852066357445567,0.9967786203075554,4,0.9999999936382996,2255000
有诡,24.046971297791153,45,0.686215648369505,12.623930642982634,99.99999998798022,2.5628173327076387,3.0070134503244943,2,0.9999999999232668,1770600
旧域怪诞,23.943498812962112,46,1.0769475241580333,3.200337250262649,99.97016916176533,8.62556667534751,15.324614094938449,0,0.9998095625875876,703199
至圣先师他太稳重了,23.934245795806078,47,0.47515123399636433,9.477429835171142,99.99999917758731,5.05054566731106,6.64761281200259,4,0.9999999947497906,1414199
夫人请住手,23.670770469486385,48,0.6813138791832436,10.96681351473042,99.96531130837627,2.8826610621473088,2.992115060514552,0,0.9997785504845412,1582900
我咋就天下无敌了,23.608469751247764,49,0.22073980191726458,6.209995674014956,99.99999758792232,10.91625514988469,3.52311102101673,0,0.9999999846015112,1044100
说好当闲散赘婿，你陆地神仙？,23.590708744416936,50,0.425845202769852,7.309149016941971,100.0,6.048355686413307,7.284145763884949,4,1.0,1168600
历史病了,23.30859395524971,51,0.6224285735339066,9.026300223362085,100.0,2.938618916627015,4.244974898549643,3,1.0,1363100
乱武从拜入武馆开始,22.974780270780652,52,0.23381118641396179,3.2250659933432804,99.99999999999363,5.526803052722862,12.693499586134841,3,0.9999999999999593,706000
国术：一天涨一年功力！,22.633865059958854,53,0.4930603122651237,7.333868931481693,99.99999999999612,1.7638544738640314,3.879015623300597,3,0.9999999999999752,1171400
人在遮天，抽卡成帝,22.530413504226544,54,0.1364165568307275,11.078053130159176,97.53622802780993,0.7323972258568657,1.0287006519701425,2,0.9842714993300784,1595500
锦衣无双,22.32742719727811,55,0.3615134869135578,3.745067052768188,99.9999948326447,1.9678904860058581,9.875238485821738,1,0.9999999670120644,764900
你也不想秘密满朝皆知吧,21.800332247433364,56,0.0,1.0611906170267242,99.99999999997635,2.0206368536762276,12.31939065129979,3,0.999999999999849,460900
苟出一个武道天家,21.722437360244097,57,0.06083159635564675,3.493453636917427,99.99999999978677,2.7297651240726037,4.213597035397985,3,0.9999999999986388,736400
人间太岁神！,21.676967700718308,58,0.2714554922561659,2.0702928427018867,100.0,2.2268385691232453,7.439320569975005,4,1.0,575200
晦朔光年,21.51623804560635,59,0.30634455528779153,9.626641005041096,94.63720623886165,0.13043121925443485,0.7066849709924213,4,0.9657644026245914,1431100
普罗之主,8.322912747289283,60,1.6861765623668434,28.665389471082115,0.0,4.273750188081932,0.09649882596411186,4,0.3616089131844328,4484500
